Variable QN: i, j, s
0, Arverja, 55, 14
16676, Arverja, 55, 15
634955, Arverja, 55, 16
0, Arverja, 55, 17
1000000, Arverja, 55, 18
0, Arverja, 55, 19
0, Arverja, 56, 1
18345, Arverja, 56, 2
0, Arverja, 56, 3
0, Arverja, 56, 4
2000000, Arverja, 56, 5
0, Arverja, 56, 6
0, Arverja, 56, 7
0, Arverja, 56, 8
0, Arverja, 56, 9
0, Arverja, 56, 10
1000000, Arverja, 56, 11
0, Arverja, 56, 12
0, Arverja, 56, 13
0, Arverja, 56, 14
1000000, Arverja, 56, 15
0, Arverja, 56, 16
0, Arverja, 56, 17
0, Arverja, 56, 18
0, Arverja, 56, 19
0, Arverja, 57, 1
18345, Arverja, 57, 2
0, Arverja, 57, 3
1000000, Arverja, 57, 4
1000000, Arverja, 57, 5
0, Arverja, 57, 6
0, Arverja, 57, 7
0, Arverja, 57, 8
997647, Arverja, 57, 9
0, Arverja, 57, 10
0, Arverja, 57, 11
0, Arverja, 57, 12
0, Arverja, 57, 13
0, Arverja, 57, 14
1000000, Arverja, 57, 15
0, Arverja, 57, 16
0, Arverja, 57, 17
0, Arverja, 57, 18
0, Arverja, 57, 19
0, Arverja, 58, 1
0, Arverja, 58, 2
0, Arverja, 58, 3
0, Arverja, 58, 4
0, Arverja, 58, 5
0, Arverja, 58, 6
0, Arverja, 58, 7
0, Arverja, 58, 8
0, Arverja, 58, 9
0, Arverja, 58, 10
1000000, Arverja, 58, 11
0, Arverja, 58, 12
0, Arverja, 58, 13
0, Arverja, 58, 14
0, Arverja, 58, 15
0, Arverja, 58, 16
0, Arverja, 58, 17
0, Arverja, 58, 18
0, Arverja, 58, 19
0, Arverja, 59, 1
0, Arverja, 59, 2
0, Arverja, 59, 3
0, Arverja, 59, 4
1667058, Arverja, 59, 5
0, Arverja, 59, 6
0, Arverja, 59, 7
0, Arverja, 59, 8
920000, Arverja, 59, 9
0, Arverja, 59, 10
1009035, Arverja, 59, 11
0, Arverja, 59, 12
0, Arverja, 59, 13
235058, Arverja, 59, 14
24713, Arverja, 59, 15
0, Arverja, 59, 16
0, Arverja, 59, 17
0, Arverja, 59, 18
779905, Arverja, 59, 19
0, Arverja, 60, 1
0, Arverja, 60, 2
0, Arverja, 60, 3
0, Arverja, 60, 4
36691, Arverja, 60, 5
0, Arverja, 60, 6
0, Arverja, 60, 7
0, Arverja, 60, 8
0, Arverja, 60, 9
0, Arverja, 60, 10
1018345, Arverja, 60, 11
0, Arverja, 60, 12
0, Arverja, 60, 13
18345, Arverja, 60, 14
374117, Arverja, 60, 15
0, Arverja, 60, 16
0, Arverja, 60, 17
16969, Arverja, 60, 18
0, Arverja, 60, 19
0, Arverja, 61, 1
18345, Arverja, 61, 2
0, Arverja, 61, 3
0, Arverja, 61, 4
0, Arverja, 61, 5
0, Arverja, 61, 6
0, Arverja, 61, 7
0, Arverja, 61, 8
0, Arverja, 61, 9
0, Arverja, 61, 10
0, Arverja, 61, 11
0, Arverja, 61, 12
0, Arverja, 61, 13
0, Arverja, 61, 14
1000000, Arverja, 61, 15
18345, Arverja, 61, 16
0, Arverja, 61, 17
0, Arverja, 61, 18
0, Arverja, 61, 19
0, Arverja, 62, 1
0, Arverja, 62, 2
0, Arverja, 62, 3
0, Arverja, 62, 4
1104297, Arverja, 62, 5
0, Arverja, 62, 6
0, Arverja, 62, 7
0, Arverja, 62, 8
135529, Arverja, 62, 9
0, Arverja, 62, 10
0, Arverja, 62, 11
0, Arverja, 62, 12
0, Arverja, 62, 13
16994, Arverja, 62, 14
374117, Arverja, 62, 15
0, Arverja, 62, 16
1000000, Arverja, 62, 17
0, Arverja, 62, 18
0, Arverja, 62, 19
0, Arverja, 63, 1
0, Arverja, 63, 2
0, Arverja, 63, 3
0, Arverja, 63, 4
1000000, Arverja, 63, 5
0, Arverja, 63, 6
1000000, Arverja, 63, 7
0, Arverja, 63, 8
1000000, Arverja, 63, 9
0, Arverja, 63, 10
541647, Arverja, 63, 11
0, Arverja, 63, 12
0, Arverja, 63, 13
0, Arverja, 63, 14
1000000, Arverja, 63, 15
0, Arverja, 63, 16
0, Arverja, 63, 17
0, Arverja, 63, 18
0, Arverja, 63, 19
0, Arverja, 64, 1
0, Arverja, 64, 2
0, Arverja, 64, 3
0, Arverja, 64, 4
0, Arverja, 64, 5
1000000, Arverja, 64, 6
0, Arverja, 64, 7
0, Arverja, 64, 8
1000000, Arverja, 64, 9
0, Arverja, 64, 10
0, Arverja, 64, 11
0, Arverja, 64, 12
1000000, Arverja, 64, 13
0, Arverja, 64, 14
1000000, Arverja, 64, 15
0, Arverja, 64, 16
0, Arverja, 64, 17
51761, Arverja, 64, 18
0, Arverja, 64, 19
0, Arverja, 65, 1
0, Arverja, 65, 2
0, Arverja, 65, 3
1000000, Arverja, 65, 4
1000000, Arverja, 65, 5
0, Arverja, 65, 6
0, Arverja, 65, 7
0, Arverja, 65, 8
392463, Arverja, 65, 9
0, Arverja, 65, 10
135529, Arverja, 65, 11
0, Arverja, 65, 12
608092, Arverja, 65, 13
0, Arverja, 65, 14
0, Arverja, 65, 15
0, Arverja, 65, 16
0, Arverja, 65, 17
0, Arverja, 65, 18
1000000, Arverja, 65, 19
0, Arverja, 66, 1
0, Arverja, 66, 2
0, Arverja, 66, 3
0, Arverja, 66, 4
0, Arverja, 66, 5
0, Arverja, 66, 6
0, Arverja, 66, 7
0, Arverja, 66, 8
997647, Arverja, 66, 9
0, Arverja, 66, 10
0, Arverja, 66, 11
0, Arverja, 66, 12
0, Arverja, 66, 13
0, Arverja, 66, 14
0, Arverja, 66, 15
0, Arverja, 66, 16
0, Arverja, 66, 17
0, Arverja, 66, 18
0, Arverja, 66, 19
0, Arverja, 67, 1
0, Arverja, 67, 2
0, Arverja, 67, 3
0, Arverja, 67, 4
0, Arverja, 67, 5
0, Arverja, 67, 6
2000000, Arverja, 67, 7
0, Arverja, 67, 8
997647, Arverja, 67, 9
0, Arverja, 67, 10
235058, Arverja, 67, 11
0, Arverja, 67, 12
0, Arverja, 67, 13
0, Arverja, 67, 14
0, Arverja, 67, 15
0, Arverja, 67, 16
0, Arverja, 67, 17
371764, Arverja, 67, 18
0, Arverja, 67, 19
0, Arverja, 68, 1
0, Arverja, 68, 2
0, Arverja, 68, 3
0, Arverja, 68, 4
0, Arverja, 68, 5
0, Arverja, 68, 6
0, Arverja, 68, 7
0, Arverja, 68, 8
1000000, Arverja, 68, 9
0, Arverja, 68, 10
0, Arverja, 68, 11
0, Arverja, 68, 12
0, Arverja, 68, 13
0, Arverja, 68, 14
1000000, Arverja, 68, 15
0, Arverja, 68, 16
0, Arverja, 68, 17
0, Arverja, 68, 18
0, Arverja, 68, 19
0, Arverja, 69, 1
18345, Arverja, 69, 2
0, Arverja, 69, 3
1000000, Arverja, 69, 4
0, Arverja, 69, 5
0, Arverja, 69, 6
0, Arverja, 69, 7
0, Arverja, 69, 8
997647, Arverja, 69, 9
0, Arverja, 69, 10
997647, Arverja, 69, 11
0, Arverja, 69, 12
0, Arverja, 69, 13
0, Arverja, 69, 14
1803764, Arverja, 69, 15
40840, Arverja, 69, 16
0, Arverja, 69, 17
0, Arverja, 69, 18
0, Arverja, 69, 19
0, Arverja, 70, 1
18345, Arverja, 70, 2
0, Arverja, 70, 3
0, Arverja, 70, 4
0, Arverja, 70, 5
997647, Arverja, 70, 6
1000000, Arverja, 70, 7
0, Arverja, 70, 8
0, Arverja, 70, 9
1000000, Arverja, 70, 10
1000000, Arverja, 70, 11
16969, Arverja, 70, 12
0, Arverja, 70, 13
0, Arverja, 70, 14
1000000, Arverja, 70, 15
0, Arverja, 70, 16
18345, Arverja, 70, 17
0, Arverja, 70, 18
0, Arverja, 70, 19
0, Atun al agua, 1, 1
0, Atun al agua, 1, 2
0, Atun al agua, 1, 3
0, Atun al agua, 1, 4
0, Atun al agua, 1, 5
0, Atun al agua, 1, 6
0, Atun al agua, 1, 7
0, Atun al agua, 1, 8
0, Atun al agua, 1, 9
0, Atun al agua, 1, 10
0, Atun al agua, 1, 11
0, Atun al agua, 1, 12
0, Atun al agua, 1, 13
0, Atun al agua, 1, 14
0, Atun al agua, 1, 15
0, Atun al agua, 1, 16
0, Atun al agua, 1, 17
7642, Atun al agua, 1, 18
0, Atun al agua, 1, 19
0, Atun al agua, 2, 1
990974, Atun al agua, 2, 2
0, Atun al agua, 2, 3
0, Atun al agua, 2, 4
0, Atun al agua, 2, 5
0, Atun al agua, 2, 6
0, Atun al agua, 2, 7
4474, Atun al agua, 2, 8
0, Atun al agua, 2, 9
0, Atun al agua, 2, 10
0, Atun al agua, 2, 11
0, Atun al agua, 2, 12
0, Atun al agua, 2, 13
0, Atun al agua, 2, 14
0, Atun al agua, 2, 15
0, Atun al agua, 2, 16
0, Atun al agua, 2, 17
0, Atun al agua, 2, 18
0, Atun al agua, 2, 19
0, Atun al agua, 3, 1
0, Atun al agua, 3, 2
0, Atun al agua, 3, 3
0, Atun al agua, 3, 4
0, Atun al agua, 3, 5
0, Atun al agua, 3, 6
1000000, Atun al agua, 3, 7
0, Atun al agua, 3, 8
0, Atun al agua, 3, 9
0, Atun al agua, 3, 10
0, Atun al agua, 3, 11
529, Atun al agua, 3, 12
0, Atun al agua, 3, 13
0, Atun al agua, 3, 14
0, Atun al agua, 3, 15
0, Atun al agua, 3, 16
0, Atun al agua, 3, 17
0, Atun al agua, 3, 18
0, Atun al agua, 3, 19
0, Atun al agua, 4, 1
0, Atun al agua, 4, 2
0, Atun al agua, 4, 3
0, Atun al agua, 4, 4
0, Atun al agua, 4, 5
0, Atun al agua, 4, 6
0, Atun al agua, 4, 7
0, Atun al agua, 4, 8
0, Atun al agua, 4, 9
0, Atun al agua, 4, 10
0, Atun al agua, 4, 11
0, Atun al agua, 4, 12
1000000, Atun al agua, 4, 13
0, Atun al agua, 4, 14
0, Atun al agua, 4, 15
0, Atun al agua, 4, 16
0, Atun al agua, 4, 17
0, Atun al agua, 4, 18
0, Atun al agua, 4, 19
0, Atun al agua, 5, 1
0, Atun al agua, 5, 2
0, Atun al agua, 5, 3
0, Atun al agua, 5, 4
0, Atun al agua, 5, 5
0, Atun al agua, 5, 6
0, Atun al agua, 5, 7
0, Atun al agua, 5, 8
0, Atun al agua, 5, 9
0, Atun al agua, 5, 10
765342, Atun al agua, 5, 11
0, Atun al agua, 5, 12
0, Atun al agua, 5, 13
765342, Atun al agua, 5, 14
0, Atun al agua, 5, 15
0, Atun al agua, 5, 16
4561, Atun al agua, 5, 17
0, Atun al agua, 5, 18
0, Atun al agua, 5, 19
0, Atun al agua, 6, 1
0, Atun al agua, 6, 2
0, Atun al agua, 6, 3
0, Atun al agua, 6, 4
0, Atun al agua, 6, 5
0, Atun al agua, 6, 6
0, Atun al agua, 6, 7
0, Atun al agua, 6, 8
765342, Atun al agua, 6, 9
0, Atun al agua, 6, 10
688677, Atun al agua, 6, 11
0, Atun al agua, 6, 12
0, Atun al agua, 6, 13
0, Atun al agua, 6, 14
0, Atun al agua, 6, 15
0, Atun al agua, 6, 16
0, Atun al agua, 6, 17
765342, Atun al agua, 6, 18
0, Atun al agua, 6, 19
0, Atun al agua, 7, 1
0, Atun al agua, 7, 2
0, Atun al agua, 7, 3
0, Atun al agua, 7, 4
0, Atun al agua, 7, 5
0, Atun al agua, 7, 6
0, Atun al agua, 7, 7
4474, Atun al agua, 7, 8
0, Atun al agua, 7, 9
616606, Atun al agua, 7, 10
1000000, Atun al agua, 7, 11
0, Atun al agua, 7, 12
0, Atun al agua, 7, 13
0, Atun al agua, 7, 14
46389, Atun al agua, 7, 15
31588, Atun al agua, 7, 16
0, Atun al agua, 7, 17
0, Atun al agua, 7, 18
0, Atun al agua, 7, 19
0, Atun al agua, 8, 1
0, Atun al agua, 8, 2
0, Atun al agua, 8, 3
0, Atun al agua, 8, 4
0, Atun al agua, 8, 5
765342, Atun al agua, 8, 6
0, Atun al agua, 8, 7
0, Atun al agua, 8, 8
0, Atun al agua, 8, 9
0, Atun al agua, 8, 10
1000000, Atun al agua, 8, 11
0, Atun al agua, 8, 12
0, Atun al agua, 8, 13
0, Atun al agua, 8, 14
0, Atun al agua, 8, 15
0, Atun al agua, 8, 16
0, Atun al agua, 8, 17
0, Atun al agua, 8, 18
0, Atun al agua, 8, 19
0, Atun al agua, 9, 1
0, Atun al agua, 9, 2
0, Atun al agua, 9, 3
0, Atun al agua, 9, 4
0, Atun al agua, 9, 5
0, Atun al agua, 9, 6
0, Atun al agua, 9, 7
0, Atun al agua, 9, 8
0, Atun al agua, 9, 9
0, Atun al agua, 9, 10
0, Atun al agua, 9, 11
0, Atun al agua, 9, 12
0, Atun al agua, 9, 13
0, Atun al agua, 9, 14
0, Atun al agua, 9, 15
0, Atun al agua, 9, 16
0, Atun al agua, 9, 17
0, Atun al agua, 9, 18
0, Atun al agua, 9, 19
1000000, Atun al agua, 10, 1
0, Atun al agua, 10, 2
0, Atun al agua, 10, 3
0, Atun al agua, 10, 4
0, Atun al agua, 10, 5
0, Atun al agua, 10, 6
0, Atun al agua, 10, 7
765342, Atun al agua, 10, 8
287003, Atun al agua, 10, 9
0, Atun al agua, 10, 10
0, Atun al agua, 10, 11
0, Atun al agua, 10, 12
0, Atun al agua, 10, 13
0, Atun al agua, 10, 14
0, Atun al agua, 10, 15
0, Atun al agua, 10, 16
0, Atun al agua, 10, 17
0, Atun al agua, 10, 18
0, Atun al agua, 10, 19
0, Atun al agua, 11, 1
0, Atun al agua, 11, 2
0, Atun al agua, 11, 3
0, Atun al agua, 11, 4
0, Atun al agua, 11, 5
0, Atun al agua, 11, 6
0, Atun al agua, 11, 7
0, Atun al agua, 11, 8
0, Atun al agua, 11, 9
0, Atun al agua, 11, 10
0, Atun al agua, 11, 11
0, Atun al agua, 11, 12
0, Atun al agua, 11, 13
9035, Atun al agua, 11, 14
0, Atun al agua, 11, 15
0, Atun al agua, 11, 16
0, Atun al agua, 11, 17
0, Atun al agua, 11, 18
0, Atun al agua, 11, 19
0, Atun al agua, 12, 1
0, Atun al agua, 12, 2
529, Atun al agua, 12, 3
0, Atun al agua, 12, 4
1000000, Atun al agua, 12, 5
0, Atun al agua, 12, 6
0, Atun al agua, 12, 7
0, Atun al agua, 12, 8
1000000, Atun al agua, 12, 9
1263, Atun al agua, 12, 10
0, Atun al agua, 12, 11
0, Atun al agua, 12, 12
0, Atun al agua, 12, 13
398375, Atun al agua, 12, 14
0, Atun al agua, 12, 15
0, Atun al agua, 12, 16
0, Atun al agua, 12, 17
0, Atun al agua, 12, 18
0, Atun al agua, 12, 19
0, Atun al agua, 13, 1
0, Atun al agua, 13, 2
0, Atun al agua, 13, 3
1000000, Atun al agua, 13, 4
0, Atun al agua, 13, 5
0, Atun al agua, 13, 6
0, Atun al agua, 13, 7
0, Atun al agua, 13, 8
0, Atun al agua, 13, 9
0, Atun al agua, 13, 10
1000000, Atun al agua, 13, 11
0, Atun al agua, 13, 12
0, Atun al agua, 13, 13
0, Atun al agua, 13, 14
0, Atun al agua, 13, 15
1000000, Atun al agua, 13, 16
0, Atun al agua, 13, 17
1000000, Atun al agua, 13, 18
765342, Atun al agua, 13, 19
0, Atun al agua, 14, 1
0, Atun al agua, 14, 2
0, Atun al agua, 14, 3
0, Atun al agua, 14, 4
0, Atun al agua, 14, 5
0, Atun al agua, 14, 6
0, Atun al agua, 14, 7
0, Atun al agua, 14, 8
0, Atun al agua, 14, 9
0, Atun al agua, 14, 10
0, Atun al agua, 14, 11
0, Atun al agua, 14, 12
0, Atun al agua, 14, 13
0, Atun al agua, 14, 14
0, Atun al agua, 14, 15
0, Atun al agua, 14, 16
0, Atun al agua, 14, 17
0, Atun al agua, 14, 18
0, Atun al agua, 14, 19
1000000, Atun al agua, 15, 1
0, Atun al agua, 15, 2
0, Atun al agua, 15, 3
0, Atun al agua, 15, 4
0, Atun al agua, 15, 5
765342, Atun al agua, 15, 6
1000000, Atun al agua, 15, 7
0, Atun al agua, 15, 8
0, Atun al agua, 15, 9
0, Atun al agua, 15, 10
0, Atun al agua, 15, 11
0, Atun al agua, 15, 12
0, Atun al agua, 15, 13
0, Atun al agua, 15, 14
0, Atun al agua, 15, 15
0, Atun al agua, 15, 16
0, Atun al agua, 15, 17
0, Atun al agua, 15, 18
0, Atun al agua, 15, 19
0, Atun al agua, 16, 1
0, Atun al agua, 16, 2
0, Atun al agua, 16, 3
0, Atun al agua, 16, 4
0, Atun al agua, 16, 5
0, Atun al agua, 16, 6
0, Atun al agua, 16, 7
0, Atun al agua, 16, 8
0, Atun al agua, 16, 9
1000000, Atun al agua, 16, 10
1000000, Atun al agua, 16, 11
0, Atun al agua, 16, 12
0, Atun al agua, 16, 13
0, Atun al agua, 16, 14
0, Atun al agua, 16, 15
2385, Atun al agua, 16, 16
0, Atun al agua, 16, 17
0, Atun al agua, 16, 18
0, Atun al agua, 16, 19
1000000, Atun al agua, 17, 1
0, Atun al agua, 17, 2
0, Atun al agua, 17, 3
0, Atun al agua, 17, 4
0, Atun al agua, 17, 5
0, Atun al agua, 17, 6
0, Atun al agua, 17, 7
0, Atun al agua, 17, 8
0, Atun al agua, 17, 9
0, Atun al agua, 17, 10
0, Atun al agua, 17, 11
0, Atun al agua, 17, 12
0, Atun al agua, 17, 13
0, Atun al agua, 17, 14
0, Atun al agua, 17, 15
1000000, Atun al agua, 17, 16
0, Atun al agua, 17, 17
0, Atun al agua, 17, 18
0, Atun al agua, 17, 19
0, Atun al agua, 18, 1
0, Atun al agua, 18, 2
0, Atun al agua, 18, 3
529, Atun al agua, 18, 4
0, Atun al agua, 18, 5
0, Atun al agua, 18, 6
0, Atun al agua, 18, 7
0, Atun al agua, 18, 8
0, Atun al agua, 18, 9
0, Atun al agua, 18, 10
0, Atun al agua, 18, 11
0, Atun al agua, 18, 12
0, Atun al agua, 18, 13
0, Atun al agua, 18, 14
0, Atun al agua, 18, 15
0, Atun al agua, 18, 16
0, Atun al agua, 18, 17
0, Atun al agua, 18, 18
0, Atun al agua, 18, 19
0, Atun al agua, 19, 1
0, Atun al agua, 19, 2
0, Atun al agua, 19, 3
0, Atun al agua, 19, 4
0, Atun al agua, 19, 5
0, Atun al agua, 19, 6
0, Atun al agua, 19, 7
0, Atun al agua, 19, 8
0, Atun al agua, 19, 9
0, Atun al agua, 19, 10
1000000, Atun al agua, 19, 11
0, Atun al agua, 19, 12
0, Atun al agua, 19, 13
0, Atun al agua, 19, 14
0, Atun al agua, 19, 15
0, Atun al agua, 19, 16
0, Atun al agua, 19, 17
0, Atun al agua, 19, 18
0, Atun al agua, 19, 19
2143, Atun al agua, 20, 1
0, Atun al agua, 20, 2
0, Atun al agua, 20, 3
0, Atun al agua, 20, 4
0, Atun al agua, 20, 5
0, Atun al agua, 20, 6
0, Atun al agua, 20, 7
0, Atun al agua, 20, 8
0, Atun al agua, 20, 9
0, Atun al agua, 20, 10
0, Atun al agua, 20, 11
0, Atun al agua, 20, 12
0, Atun al agua, 20, 13
0, Atun al agua, 20, 14
0, Atun al agua, 20, 15
0, Atun al agua, 20, 16
0, Atun al agua, 20, 17
0, Atun al agua, 20, 18
0, Atun al agua, 20, 19
1000000, Atun al agua, 21, 1
0, Atun al agua, 21, 2
142599, Atun al agua, 21, 3
0, Atun al agua, 21, 4
0, Atun al agua, 21, 5
0, Atun al agua, 21, 6
0, Atun al agua, 21, 7
0, Atun al agua, 21, 8
684115, Atun al agua, 21, 9
0, Atun al agua, 21, 10
1000000, Atun al agua, 21, 11
0, Atun al agua, 21, 12
1000000, Atun al agua, 21, 13
0, Atun al agua, 21, 14
0, Atun al agua, 21, 15
0, Atun al agua, 21, 16
0, Atun al agua, 21, 17
0, Atun al agua, 21, 18
0, Atun al agua, 21, 19
0, Atun al agua, 22, 1
0, Atun al agua, 22, 2
0, Atun al agua, 22, 3
0, Atun al agua, 22, 4
0, Atun al agua, 22, 5
0, Atun al agua, 22, 6
368231, Atun al agua, 22, 7
0, Atun al agua, 22, 8
0, Atun al agua, 22, 9
0, Atun al agua, 22, 10
0, Atun al agua, 22, 11
0, Atun al agua, 22, 12
0, Atun al agua, 22, 13
0, Atun al agua, 22, 14
0, Atun al agua, 22, 15
0, Atun al agua, 22, 16
0, Atun al agua, 22, 17
0, Atun al agua, 22, 18
0, Atun al agua, 22, 19
0, Atun al agua, 23, 1
0, Atun al agua, 23, 2
0, Atun al agua, 23, 3
0, Atun al agua, 23, 4
0, Atun al agua, 23, 5
0, Atun al agua, 23, 6
0, Atun al agua, 23, 7
0, Atun al agua, 23, 8
0, Atun al agua, 23, 9
0, Atun al agua, 23, 10
0, Atun al agua, 23, 11
4561, Atun al agua, 23, 12
0, Atun al agua, 23, 13
0, Atun al agua, 23, 14
0, Atun al agua, 23, 15
0, Atun al agua, 23, 16
0, Atun al agua, 23, 17
1000000, Atun al agua, 23, 18
0, Atun al agua, 23, 19
0, Atun al agua, 24, 1
0, Atun al agua, 24, 2
0, Atun al agua, 24, 3
0, Atun al agua, 24, 4
0, Atun al agua, 24, 5
0, Atun al agua, 24, 6
4561, Atun al agua, 24, 7
0, Atun al agua, 24, 8
0, Atun al agua, 24, 9
0, Atun al agua, 24, 10
0, Atun al agua, 24, 11
0, Atun al agua, 24, 12
0, Atun al agua, 24, 13
0, Atun al agua, 24, 14
0, Atun al agua, 24, 15
6514, Atun al agua, 24, 16
0, Atun al agua, 24, 17
0, Atun al agua, 24, 18
0, Atun al agua, 24, 19
0, Atun al agua, 25, 1
0, Atun al agua, 25, 2
0, Atun al agua, 25, 3
0, Atun al agua, 25, 4
0, Atun al agua, 25, 5
0, Atun al agua, 25, 6
0, Atun al agua, 25, 7
0, Atun al agua, 25, 8
1000000, Atun al agua, 25, 9
0, Atun al agua, 25, 10
0, Atun al agua, 25, 11
0, Atun al agua, 25, 12
458483, Atun al agua, 25, 13
0, Atun al agua, 25, 14
0, Atun al agua, 25, 15
1000000, Atun al agua, 25, 16
0, Atun al agua, 25, 17
0, Atun al agua, 25, 18
0, Atun al agua, 25, 19
0, Atun al agua, 26, 1
0, Atun al agua, 26, 2
4561, Atun al agua, 26, 3
0, Atun al agua, 26, 4
0, Atun al agua, 26, 5
0, Atun al agua, 26, 6
0, Atun al agua, 26, 7
0, Atun al agua, 26, 8
0, Atun al agua, 26, 9
0, Atun al agua, 26, 10
0, Atun al agua, 26, 11
0, Atun al agua, 26, 12
1000000, Atun al agua, 26, 13
769904, Atun al agua, 26, 14
0, Atun al agua, 26, 15
0, Atun al agua, 26, 16
0, Atun al agua, 26, 17
0, Atun al agua, 26, 18
0, Atun al agua, 26, 19
1000000, Atun al agua, 27, 1
0, Atun al agua, 27, 2
0, Atun al agua, 27, 3
0, Atun al agua, 27, 4
0, Atun al agua, 27, 5
0, Atun al agua, 27, 6
0, Atun al agua, 27, 7
0, Atun al agua, 27, 8
0, Atun al agua, 27, 9
0, Atun al agua, 27, 10
0, Atun al agua, 27, 11
0, Atun al agua, 27, 12
0, Atun al agua, 27, 13
0, Atun al agua, 27, 14
0, Atun al agua, 27, 15
0, Atun al agua, 27, 16
0, Atun al agua, 27, 17
0, Atun al agua, 27, 18
0, Atun al agua, 27, 19
1000000, Atun al agua, 28, 1
0, Atun al agua, 28, 2
0, Atun al agua, 28, 3
0, Atun al agua, 28, 4
0, Atun al agua, 28, 5
0, Atun al agua, 28, 6
0, Atun al agua, 28, 7
0, Atun al agua, 28, 8
0, Atun al agua, 28, 9
0, Atun al agua, 28, 10
0, Atun al agua, 28, 11
0, Atun al agua, 28, 12
0, Atun al agua, 28, 13
0, Atun al agua, 28, 14
0, Atun al agua, 28, 15
0, Atun al agua, 28, 16
0, Atun al agua, 28, 17
0, Atun al agua, 28, 18
0, Atun al agua, 28, 19
0, Atun al agua, 29, 1
0, Atun al agua, 29, 2
0, Atun al agua, 29, 3
0, Atun al agua, 29, 4
0, Atun al agua, 29, 5
0, Atun al agua, 29, 6
0, Atun al agua, 29, 7
0, Atun al agua, 29, 8
0, Atun al agua, 29, 9
0, Atun al agua, 29, 10
0, Atun al agua, 29, 11
0, Atun al agua, 29, 12
0, Atun al agua, 29, 13
0, Atun al agua, 29, 14
0, Atun al agua, 29, 15
0, Atun al agua, 29, 16
0, Atun al agua, 29, 17
0, Atun al agua, 29, 18
0, Atun al agua, 29, 19
0, Atun al agua, 30, 1
0, Atun al agua, 30, 2
0, Atun al agua, 30, 3
2385, Atun al agua, 30, 4
2385, Atun al agua, 30, 5
0, Atun al agua, 30, 6
0, Atun al agua, 30, 7
1000000, Atun al agua, 30, 8
0, Atun al agua, 30, 9
0, Atun al agua, 30, 10
0, Atun al agua, 30, 11
0, Atun al agua, 30, 12
0, Atun al agua, 30, 13
0, Atun al agua, 30, 14
0, Atun al agua, 30, 15
0, Atun al agua, 30, 16
0, Atun al agua, 30, 17
0, Atun al agua, 30, 18
0, Atun al agua, 30, 19
0, Atun al agua, 31, 1
0, Atun al agua, 31, 2
0, Atun al agua, 31, 3
0, Atun al agua, 31, 4
0, Atun al agua, 31, 5
0, Atun al agua, 31, 6
0, Atun al agua, 31, 7
1000000, Atun al agua, 31, 8
598375, Atun al agua, 31, 9
0, Atun al agua, 31, 10
0, Atun al agua, 31, 11
0, Atun al agua, 31, 12
0, Atun al agua, 31, 13
0, Atun al agua, 31, 14
0, Atun al agua, 31, 15
0, Atun al agua, 31, 16
0, Atun al agua, 31, 17
0, Atun al agua, 31, 18
0, Atun al agua, 31, 19
0, Atun al agua, 32, 1
1000000, Atun al agua, 32, 2
0, Atun al agua, 32, 3
1000000, Atun al agua, 32, 4
0, Atun al agua, 32, 5
0, Atun al agua, 32, 6
0, Atun al agua, 32, 7
0, Atun al agua, 32, 8
0, Atun al agua, 32, 9
0, Atun al agua, 32, 10
0, Atun al agua, 32, 11
0, Atun al agua, 32, 12
212093, Atun al agua, 32, 13
0, Atun al agua, 32, 14
0, Atun al agua, 32, 15
0, Atun al agua, 32, 16
0, Atun al agua, 32, 17
0, Atun al agua, 32, 18
0, Atun al agua, 32, 19
0, Atun al agua, 33, 1
0, Atun al agua, 33, 2
0, Atun al agua, 33, 3
0, Atun al agua, 33, 4
0, Atun al agua, 33, 5
0, Atun al agua, 33, 6
0, Atun al agua, 33, 7
0, Atun al agua, 33, 8
4474, Atun al agua, 33, 9
0, Atun al agua, 33, 10
0, Atun al agua, 33, 11
0, Atun al agua, 33, 12
0, Atun al agua, 33, 13
0, Atun al agua, 33, 14
0, Atun al agua, 33, 15
0, Atun al agua, 33, 16
0, Atun al agua, 33, 17
0, Atun al agua, 33, 18
0, Atun al agua, 33, 19
0, Atun al agua, 34, 1
0, Atun al agua, 34, 2
0, Atun al agua, 34, 3
0, Atun al agua, 34, 4
0, Atun al agua, 34, 5
0, Atun al agua, 34, 6
0, Atun al agua, 34, 7
0, Atun al agua, 34, 8
0, Atun al agua, 34, 9
0, Atun al agua, 34, 10
0, Atun al agua, 34, 11
0, Atun al agua, 34, 12
0, Atun al agua, 34, 13
0, Atun al agua, 34, 14
0, Atun al agua, 34, 15
0, Atun al agua, 34, 16
0, Atun al agua, 34, 17
4474, Atun al agua, 34, 18
0, Atun al agua, 34, 19
0, Atun al agua, 35, 1
0, Atun al agua, 35, 2
0, Atun al agua, 35, 3
0, Atun al agua, 35, 4
0, Atun al agua, 35, 5
0, Atun al agua, 35, 6
0, Atun al agua, 35, 7
0, Atun al agua, 35, 8
0, Atun al agua, 35, 9
0, Atun al agua, 35, 10
1000000, Atun al agua, 35, 11
0, Atun al agua, 35, 12
0, Atun al agua, 35, 13
0, Atun al agua, 35, 14
0, Atun al agua, 35, 15
765342, Atun al agua, 35, 16
0, Atun al agua, 35, 17
0, Atun al agua, 35, 18
0, Atun al agua, 35, 19
0, Atun al agua, 36, 1
